,ListingId,借款金额,借款期限,借款利率,借款成功日期,初始评级,借款类型,是否首标,年龄,性别,手机认证,户口认证,视频认证,学历认证,征信认证,淘宝认证,历史成功借款次数,历史成功借款金额,总待还本金,历史正常还款期数,历史逾期还款期数,我的投资金额,当前到期期数,当前还款期数,已还本金,已还利息,待还本金,待还利息,标当前逾期天数,标当前状态,上次还款日期,上次还款本金,上次还款利息,下次计划还款日期,下次计划还款本金,下次计划还款利息,recorddate
73346,2704452,3200,8,11.0,2015/6/8,AA,普通,否,33,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3000.0,2272.23,2,0,500,8,2,500.0,6.45,0.0,0.0,0,已还清,2015/7/22,439.48,1.87,,,,2017/2/28
215450,10936769,725,6,16.0,2016/4/14,A,APP闪电,否,30,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,4986.0,4224.94,4,0,50,5,6,50.0,2.32,0.0,0.0,0,已还清,2016/8/14,8.64,0.08,,,,2016/9/30
248152,2674522,3000,12,20.0,2015/6/11,D,普通,是,26,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,27,12,2,27.0,0.86,0.0,0.0,0,已还清,2015/8/10,24.95,0.41,,,,2016/11/30
98432,8832375,3601,12,20.0,2016/2/24,C,普通,否,30,女,成功认证,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,6.0,30186.0,14398.58,46,0,50,8,8,32.18,4.86,17.82,0.7,0,正常还款中,2016/10/24,4.26,0.37,2016/11/24,4.33,0.3,2016/10/31
52583,1688706,4616,3,12.0,2015/1/24,AA,普通,否,44,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3000.0,0.0,1,1,500,3,3,500.0,10.03,0.0,0.0,0,已还清,2015/4/24,168.33,1.68,,,,2016/12/31
48499,26549822,10500,6,18.0,2016/12/12,B,APP闪电,是,47,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,0,0,0.0,0.0,50.0,2.65,0,正常还款中,,,,2017/1/12,8.02,0.75,2016/12/31
32418,19608401,8000,12,22.0,2016/9/9,C,普通,否,30,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,5384.0,3399.03,9,0,55,3,3,12.64,2.8,42.36,3.97,0,正常还款中,2016/12/9,4.29,0.86,2017/1/9,4.37,0.78,2016/12/31
203438,22139817,3545,12,18.0,2016/10/15,B,其他,否,25,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,5000.0,4454.45,3,0,58,0,1,4.44,0.87,53.56,4.93,0,正常还款中,2016/10/15,4.44,0.87,2016/12/14,4.52,0.8,2016/10/31
146654,17875363,2747,12,22.0,2016/8/17,C,普通,否,24,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,8335.0,4752.94,5,3,55,1,1,4.13,1.01,50.87,5.76,0,正常还款中,2016/9/19,4.13,1.01,2016/10/17,4.22,0.93,2016/9/30
25327,2585946,18000,12,18.0,2015/5/30,C,其他,否,26,女,成功认证,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,6.0,23100.0,7000.36,24,4,15,12,12,15.0,1.44,0.0,0.0,0,已还清,2016/5/18,1.41,0.0,,,,2017/2/28
275855,15304932,4155,6,18.0,2016/7/9,B,其他,否,29,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,8500.0,4344.9,3,0,50,2,2,16.17,1.38,33.83,1.27,0,正常还款中,2016/9/8,8.15,0.63,2016/10/9,8.27,0.5,2016/9/30
45064,16402579,2117,6,18.0,2016/7/31,B,其他,否,24,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,22913.0,13122.63,14,1,50,5,5,41.35,2.53,8.65,0.12,0,正常还款中,2016/12/31,8.52,0.26,2017/1/31,8.65,0.12,2016/12/31
262330,2224233,4000,7,12.0,2015/4/22,AA,普通,是,24,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,7,7,500.0,20.17,0.0,0.0,0,已还清,2015/11/22,73.61,0.7,,,,2016/11/30
92818,1960141,30000,12,12.0,2015/3/13,A,其他,是,36,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,100,12,12,100.0,7.5,0.0,0.0,0,已还清,2016/3/13,25.0,0.25,,,,2017/2/28
34839,13381432,3200,12,16.0,2016/6/9,A,普通,否,32,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,22835.0,6935.03,12,0,50,8,8,32.44,3.85,17.56,0.58,0,正常还款中,2017/2/8,4.25,0.29,2017/3/9,4.3,0.23,2017/2/28
231216,18595409,7000,12,18.0,2016/8/27,B,APP闪电,是,27,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,51,3,3,11.9,2.12,39.1,2.98,0,正常还款中,2016/11/24,4.03,0.64,2016/12/27,4.09,0.59,2016/11/30
279407,12556018,2294,10,18.0,2016/5/23,B,其他,否,40,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,13213.0,5300.44,18,0,50,6,7,34.21,3.74,15.79,0.47,0,正常还款中,2016/11/28,5.11,0.32,2017/1/23,5.18,0.24,2016/11/30
2358,12557359,2596,6,16.0,2016/5/20,A,APP闪电,否,29,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,8000.0,5403.65,2,0,50,6,6,50.0,2.35,0.0,0.0,0,已还清,2016/8/15,8.62,0.1,,,,2017/2/28
18557,23491966,3000,6,20.0,2016/10/30,C,其他,否,22,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,4000.0,3087.29,3,0,58,4,6,58.0,3.42,0.0,0.0,0,已还清,2017/2/3,10.08,0.15,,,,2017/2/28
183161,12734378,6848,6,18.0,2016/6/3,B,APP闪电,否,24,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,3372.0,1169.7,9,1,50,4,4,32.83,2.27,17.17,0.38,0,正常还款中,2016/10/9,8.39,0.39,2016/11/3,8.52,0.26,2016/10/31
142117,2040299,3000,6,12.0,2015/3/26,AA,普通,是,26,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,100,6,6,100.0,3.5,0.0,0.0,0,已还清,2015/8/26,17.11,0.14,,,,2016/9/30
228479,4125767,6000,12,20.0,2015/9/11,C,普通,否,25,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,3000.0,0.0,3,0,50,12,10,50.0,5.16,0.0,0.0,0,已还清,2016/6/18,13.49,0.0,,,,2016/11/30
23561,8612545,4481,10,20.0,2016/2/15,C,普通,否,25,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,10804.0,5018.17,12,2,50,10,10,50.0,4.6,0.0,0.0,0,已还清,2016/12/9,5.42,0.04,,,,2017/2/28
137798,1691452,14685,12,18.0,2015/1/17,C,其他,否,35,男,成功认证,成功认证,成功认证,未成功认证,未成功认证,未成功认证,5.0,22199.0,7768.54,22,0,100,12,7,100.0,7.21,0.0,0.0,0,已还清,2015/7/16,52.27,0.0,,,,2016/9/30
23314,21980934,5000,6,20.0,2016/10/13,C,其他,否,30,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,5000.0,0.0,9,0,58,4,6,58.0,3.42,0.0,0.0,0,已还清,2017/2/23,10.08,0.15,,,,2017/2/28
118741,7114681,4980,12,22.0,2016/1/5,D,普通,否,37,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,2000.0,1520.34,3,0,30,11,11,27.18,3.62,2.82,0.0,0,正常还款中,2016/12/4,2.7,0.1,2017/1/4,2.82,0.0,2016/12/31
50528,15123362,7500,12,20.0,2016/7/6,C,普通,是,34,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,7,7,27.95,4.47,22.05,1.11,0,正常还款中,2017/2/7,4.19,0.44,2017/3/6,4.26,0.37,2017/2/28
171464,22193122,4256,6,20.0,2016/10/15,B,其他,否,24,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,10000.0,4743.37,14,0,55,2,3,26.81,2.31,28.19,0.94,0,正常还款中,2016/12/27,9.08,0.63,2017/2/15,9.24,0.47,2016/12/31
261226,12607955,8900,12,18.0,2016/5/25,B,APP闪电,否,33,男,未成功认证,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,4432.0,0.0,14,0,50,6,6,23.88,3.62,26.12,1.38,0,正常还款中,2016/11/25,4.13,0.46,2016/12/25,4.19,0.39,2016/11/30
203641,12273380,2500,12,18.0,2016/5/14,B,APP闪电,否,22,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,1500.0,1268.25,2,0,50,5,5,19.72,3.18,30.28,1.78,0,正常还款中,2016/10/11,4.06,0.52,2016/11/14,4.13,0.45,2016/10/31
286944,10264011,5000,12,16.0,2016/3/29,A,APP闪电,是,23,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,6,6,23.98,3.2,26.02,1.16,0,正常还款中,2016/9/26,4.13,0.4,2016/10/29,4.19,0.34,2016/9/30
147680,17794159,3600,12,22.0,2016/8/16,C,其他,否,40,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,15579.0,3921.85,20,0,55,1,1,4.13,1.01,50.87,5.76,0,正常还款中,2016/9/6,4.13,1.01,2016/10/16,4.22,0.93,2016/9/30
258284,21499646,7000,6,18.0,2016/10/8,B,APP闪电,是,27,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,1,1,8.02,0.75,41.98,1.9,0,正常还款中,2016/11/8,8.02,0.75,2016/12/8,8.15,0.63,2016/11/30
111972,2672413,3000,7,11.0,2015/6/5,AA,普通,是,28,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,206,7,2,206.0,2.31,0.0,0.0,0,已还清,2015/7/13,177.38,0.42,,,,2016/11/30
46632,23997538,3000,12,20.0,2016/11/5,C,其他,否,22,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,6.0,13125.0,7290.27,32,0,58,1,2,8.88,1.86,49.12,4.61,0,正常还款中,2016/12/19,4.48,0.89,2017/2/5,4.55,0.82,2016/12/31
140725,22947335,4011,3,16.0,2016/10/24,A,其他,否,34,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,13398.0,6988.42,11,0,65,3,3,65.0,1.74,0.0,0.0,0,已还清,2017/1/22,21.96,0.29,,,,2017/2/28
270934,21604447,11000,12,16.0,2016/10/8,A,APP闪电,否,30,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,4500.0,0.0,12,0,50,1,3,11.76,1.84,38.24,2.59,0,正常还款中,2016/11/28,3.97,0.56,2017/2/8,4.03,0.51,2016/11/30
26537,13068333,2300,6,18.0,2016/6/5,B,其他,否,26,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,7000.0,5191.19,6,1,50,6,5,41.35,2.53,8.65,0.12,86,逾期中,2016/10/19,8.52,0.26,2016/12/5,8.65,0.12,2017/2/28
174834,21273737,11181,12,16.0,2016/10/3,A,APP闪电,否,31,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,4850.0,2018.56,8,0,50,0,0,0.0,0.0,50.0,4.43,0,正常还款中,,,,2016/11/2,3.86,0.67,2016/10/31
125875,7079723,9500,12,18.0,2016/1/5,B,普通,是,30,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,8,8,32.29,4.35,17.71,0.61,0,正常还款中,2016/9/3,4.25,0.33,2016/10/5,4.31,0.27,2016/9/30
274555,8977981,30000,12,20.0,2016/2/25,C,普通,否,38,男,成功认证,成功认证,未成功认证,未成功认证,成功认证,未成功认证,8.0,44735.0,0.0,37,0,50,7,8,50.0,4.49,0.0,0.0,0,已还清,2016/9/21,22.08,0.0,,,,2016/9/30
109785,3315572,1000,6,10.5,2015/7/24,AA,普通,是,29,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,6,6,300.0,9.24,0.0,0.0,0,已还清,2016/1/24,51.12,0.42,,,,2016/11/30
273700,3197850,4700,10,11.0,2015/7/14,AA,普通,否,30,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,11602.0,3288.18,14,0,500,10,4,500.0,14.03,0.0,0.0,0,已还清,2015/10/29,354.77,1.61,,,,2016/11/30
206423,2847400,3000,12,12.0,2015/6/21,AA,普通,是,29,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,12,300.0,19.8,0.0,0.0,0,已还清,2016/6/21,26.42,0.23,,,,2016/10/31
36814,8948547,6271,12,20.0,2016/2/25,C,普通,否,43,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,7025.0,1753.67,7,3,50,10,9,36.51,5.16,13.49,0.4,7,逾期中,2016/12/6,4.33,0.3,2016/12/25,4.4,0.23,2016/12/31
288273,2213702,22000,12,18.0,2015/4/17,C,其他,否,43,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,5.0,17532.0,5913.59,35,0,100,12,12,100.0,9.92,0.0,0.0,0,已还清,2016/4/17,9.1,0.06,,,,2016/9/30
80493,18072151,7000,12,18.0,2016/8/20,B,APP闪电,是,22,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,6,6,23.88,3.62,26.12,1.38,0,正常还款中,2017/2/20,4.13,0.46,2017/3/20,4.19,0.39,2017/2/28
120483,9241872,3500,6,10.0,2016/3/3,AA,普通,是,35,男,未成功认证,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,6,6,300.0,8.76,0.0,0.0,0,已还清,2016/9/3,51.07,0.39,,,,2016/10/31
162249,8790590,4140,12,22.0,2016/2/20,C,普通,否,32,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,9967.0,3360.38,8,0,50,7,5,20.45,3.85,29.55,2.19,42,逾期中,2016/7/20,4.04,0.63,2016/8/20,3.17,0.55,2016/9/30
18465,9609559,5526,12,18.0,2016/3/14,B,APP闪电,否,44,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3500.0,2945.3,2,0,50,11,11,45.42,4.96,4.58,0.0,0,正常还款中,2017/2/9,4.44,0.14,2017/3/14,4.58,0.0,2017/2/28
244159,15252099,3735,12,16.0,2016/7/7,A,其他,否,26,女,成功认证,未成功认证,成功认证,成功认证,成功认证,未成功认证,3.0,18600.0,7264.62,12,0,50,4,4,15.79,2.35,34.21,2.08,0,正常还款中,2016/11/8,4.03,0.51,2016/12/7,4.08,0.46,2016/11/30
237988,11827622,2128,12,18.0,2016/5/8,B,APP闪电,否,23,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,6000.0,4471.15,13,0,50,5,5,19.72,3.18,30.28,1.78,0,正常还款中,2016/9/14,4.06,0.52,2016/11/8,4.13,0.45,2016/10/31
255604,9394095,5400,12,18.0,2016/3/9,B,APP闪电,否,27,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,3500.0,3110.34,3,0,50,8,8,32.29,4.35,17.71,0.61,0,正常还款中,2016/11/9,4.25,0.33,2016/12/9,4.31,0.27,2016/11/30
162543,15691429,3900,11,20.0,2016/7/17,C,其他,否,33,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,7500.0,4572.33,5,0,50,2,2,8.42,1.6,41.58,3.53,0,正常还款中,2016/9/16,4.25,0.76,2016/10/17,4.32,0.69,2016/9/30
214462,1691460,300000,6,16.0,2015/1/19,B,电商,是,36,男,成功认证,成功认证,成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,206,6,6,206.0,9.65,0.0,0.0,0,已还清,2015/7/15,35.51,0.39,,,,2016/12/31
41660,25973645,3011,12,22.0,2016/11/27,E,其他,否,27,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,15698.0,6988.85,6,4,60,3,3,13.79,3.05,46.21,4.33,0,正常还款中,2017/2/27,4.68,0.93,2017/3/27,4.77,0.85,2017/2/28
248401,24328936,3000,6,20.0,2016/11/9,C,其他,否,30,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,12.0,28304.0,7385.02,74,0,58,0,0,0.0,0.0,58.0,3.42,0,正常还款中,,,,2016/12/9,9.27,0.96,2016/11/30
63277,20864163,9000,12,16.0,2016/9/27,A,APP闪电,否,28,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,9700.0,6889.18,7,0,50,5,5,19.87,2.81,30.13,1.62,0,正常还款中,2017/2/25,4.08,0.46,2017/3/27,4.13,0.4,2017/2/28
259757,14924946,3421,6,18.0,2016/7/2,B,APP闪电,否,27,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,7000.0,3578.16,3,0,50,4,4,32.83,2.27,17.17,0.38,0,正常还款中,2016/11/2,8.39,0.39,2016/12/2,8.52,0.26,2016/11/30
131419,8793802,5400,12,20.0,2016/2/20,C,其他,否,26,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,3550.0,1565.24,6,0,50,10,10,40.91,5.39,9.09,0.17,0,正常还款中,2016/12/18,4.4,0.23,2017/1/20,4.48,0.15,2016/12/31
167880,9744087,12000,12,11.0,2016/3/16,AA,其他,是,40,男,已婚,大专,成功认证,未成功认证,未成功认证,未成功认证,,,0.0,0,0,0,0,300,7.0,7.0,170.97,14.6,129,3.52,0,,,25.1,1.41,,25.33
153310,17590199,3200,12,18.0,2016/8/13,B,其他,否,28,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,22300.0,7549.43,19,0,50,1,2,7.72,1.44,42.28,3.56,0,正常还款中,2016/9/29,3.89,0.69,2016/11/13,3.95,0.64,2016/9/30
273878,10323503,2849,6,18.0,2016/3/30,B,普通,否,26,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,13859.0,8150.36,13,0,50,6,6,50.0,2.62,0.0,0.0,0,已还清,2016/10/10,8.68,0.09,,,,2016/11/30
267502,1697258,3599,12,12.0,2015/1/23,AA,普通,否,22,男,成功认证,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3000.0,0.0,4,1,500,12,12,500.0,33.04,0.0,0.0,0,已还清,2016/1/23,44.06,0.36,,,,2016/10/31
191046,2601372,13356,12,18.0,2015/5/30,C,其他,否,44,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,14607.0,6648.52,28,1,15,12,4,15.0,0.75,0.0,0.0,0,已还清,2015/9/25,11.51,0.13,,,,2016/10/31
118216,12214228,4500,6,18.0,2016/5/13,B,APP闪电,否,23,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,3000.0,2029.63,2,0,50,5,5,41.32,2.53,8.68,0.09,0,正常还款中,2016/10/13,8.51,0.26,2016/11/13,8.68,0.09,2016/10/31
60914,23310294,3500,9,20.0,2016/10/28,C,其他,否,37,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,5.0,17900.0,6529.77,23,2,58,2,0,0.0,0.0,58.0,4.93,34,逾期中,,,,2016/11/28,6.02,0.97,2016/12/31
240268,3407856,20988,18,15.1,2015/7/29,B,其他,是,23,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,150,16,16,79.1,22.96,70.9,3.98,0,正常还款中,2016/11/29,8.36,1.0,2016/12/29,8.47,0.89,2016/11/30
133822,8421540,3506,12,20.0,2016/2/3,C,普通,否,23,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,14345.0,8494.16,18,0,50,9,8,32.18,4.86,17.82,0.7,28,逾期中,2016/10/12,4.26,0.37,2016/11/3,4.33,0.3,2016/11/30
174071,8474612,1000,12,12.0,2016/2/6,AA,APP闪电,是,23,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,8,8,195.94,17.26,104.06,2.54,0,正常还款中,2016/10/7,25.35,1.3,2016/11/6,0.0,0.0,2016/10/31
153362,8292606,3448,12,20.0,2016/1/31,C,普通,否,39,女,成功认证,未成功认证,成功认证,未成功认证,未成功认证,未成功认证,4.0,17782.0,9051.67,26,1,50,8,8,32.18,4.86,17.82,0.7,0,正常还款中,2016/9/30,4.26,0.37,2016/10/31,4.33,0.3,2016/9/30
33596,1586230,3000,7,12.0,2015/1/9,AA,普通,是,41,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,200,7,7,200.0,8.04,0.0,0.0,0,已还清,2015/8/9,29.45,0.27,,,,2016/12/31
272635,26199421,6143,6,20.0,2016/11/29,C,其他,否,24,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,4000.0,1356.62,4,0,58,0,0,0.0,0.0,58.0,3.42,0,正常还款中,,,,2016/12/29,9.27,0.96,2016/11/30
201501,10196868,3500,12,18.0,2016/3/29,B,APP闪电,是,20,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,7,7,28.04,4.02,21.96,0.94,0,正常还款中,2016/9/29,4.19,0.39,2016/11/29,4.25,0.33,2016/10/31
272211,1716134,4903,6,12.0,2015/1/25,AA,普通,否,36,男,成功认证,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,7600.0,2334.33,4,0,300,6,6,300.0,10.56,0.0,0.0,0,已还清,2015/7/25,51.27,0.49,,,,2016/11/30
222673,18219754,2576,12,22.0,2016/8/22,C,其他,否,34,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,7.0,15417.0,5923.71,20,2,55,6,6,26.0,4.88,29.0,1.88,0,正常还款中,2017/2/21,4.54,0.61,2017/3/22,4.61,0.54,2017/2/28
67824,6570619,3000,12,24.0,2015/12/31,E,普通,是,30,男,成功认证,未成功认证,成功认证,成功认证,成功认证,未成功认证,0.0,0.0,0.0,0,0,100,12,12,100.0,13.4,0.0,0.0,0,已还清,2016/10/30,9.32,0.13,,,,2016/12/31
9432,3719985,5000,12,11.5,2015/8/21,AA,普通,是,32,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,12,300.0,18.96,0.0,0.0,0,已还清,2016/8/17,26.4,0.18,,,,2017/2/28
203020,19524538,6095,12,22.0,2016/9/8,C,其他,否,38,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3500.0,1904.81,6,0,55,1,1,4.13,1.01,50.87,5.76,0,正常还款中,2016/10/7,4.13,1.01,2016/11/8,4.22,0.93,2016/10/31
63666,29102589,4765,10,18.0,2016/12/28,B,其他,否,23,男,成功认证,成功认证,成功认证,成功认证,未成功认证,未成功认证,6.0,37372.0,9123.62,44,0,50,2,2,9.41,1.43,40.59,2.78,0,正常还款中,2017/2/28,4.74,0.68,2017/3/28,4.81,0.61,2017/2/28
103240,9143839,2750,6,20.0,2016/3/1,C,APP闪电,是,53,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,6,6,50.0,2.92,0.0,0.0,0,已还清,2016/9/1,8.71,0.11,,,,2017/2/28
282665,20469276,10000,6,20.0,2016/9/21,B,其他,否,26,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,10000.0,0.0,7,0,55,1,1,8.79,0.91,46.21,2.34,0,正常还款中,2016/10/21,8.79,0.91,2016/11/21,8.94,0.77,2016/10/31
